id,k,x1,x2,x3,time,event,time_true,c1,c2
0,0,-1.1085127719887649,-0.546922952849462,-0.15471188186141452,1.6268999999999998,1,1.6268999999999998,6.0,inf
0,1,-1.1085127719887649,-0.546922952849462,-0.15471188186141452,1.6268999999999998,1,1.6268999999999998,6.0,inf
0,2,-1.1085127719887649,-0.546922952849462,-0.15471188186141452,1.6268999999999998,1,1.6268999999999998,6.0,inf
0,3,-1.1085127719887649,-0.546922952849462,-0.15471188186141452,1.6268999999999998,1,1.6268999999999998,6.0,inf
0,4,-1.1085127719887649,-0.546922952849462,-0.15471188186141452,1.6268999999999998,1,1.6268999999999998,6.0,inf
0,5,-1.1085127719887649,-0.546922952849462,-0.15471188186141452,1.6268999999999998,1,1.6268999999999998,6.0,inf
1,0,0.39638020806429813,2.080578135121634,-0.20778394004414952,0.2808,1,0.2808,6.0,inf
1,1,0.39638020806429813,2.080578135121634,-0.20778394004414952,0.2808,1,0.2808,6.0,inf
1,2,0.39638020806429813,2.080578135121634,-0.20778394004414952,0.2808,1,0.2808,6.0,inf
1,3,0.39638020806429813,2.080578135121634,-0.20778394004414952,0.2808,1,0.2808,6.0,inf
1,4,0.39638020806429813,2.080578135121634,-0.20778394004414952,0.2808,1,0.2808,6.0,inf
1,5,0.39638020806429813,2.080578135121634,-0.20778394004414952,0.2808,1,0.2808,6.0,inf
2,0,0.4061909048669159,-2.656565582110835,-0.32543480405868114,0.041999999999999996,1,0.041999999999999996,6.0,inf
2,1,0.4061909048669159,-2.656565582110835,-0.32543480405868114,0.041999999999999996,1,0.041999999999999996,6.0,inf
2,2,0.4061909048669159,-2.656565582110835,-0.32543480405868114,0.041999999999999996,1,0.041999999999999996,6.0,inf
2,3,0.4061909048669159,-2.656565582110835,-0.32543480405868114,0.041999999999999996,1,0.041999999999999996,6.0,inf
2,4,0.4061909048669159,-2.656565582110835,-0.32543480405868114,0.041999999999999996,1,0.041999999999999996,6.0,inf
2,5,0.4061909048669159,-2.656565582110835,-0.32543480405868114,0.041999999999999996,1,0.041999999999999996,6.0,inf
3,0,0.4361587626205451,-1.4038292775480365,-0.15416824083210698,4.006799999999999,1,4.006799999999999,6.0,inf
3,1,0.4361587626205451,-1.4038292775480365,-0.15416824083210698,4.006799999999999,1,4.006799999999999,6.0,inf
3,2,0.4361587626205451,-1.4038292775480365,-0.15416824083210698,4.006799999999999,1,4.006799999999999,6.0,inf
3,3,0.4361587626205451,-1.4038292775480365,-0.15416824083210698,4.006799999999999,1,4.006799999999999,6.0,inf
3,4,0.4361587626205451,-1.4038292775480365,-0.15416824083210698,4.006799999999999,1,4.006799999999999,6.0,inf
3,5,0.4361587626205451,-1.4038292775480365,-0.15416824083210698,4.006799999999999,1,4.006799999999999,6.0,inf
4,0,0.5100350950619689,0.009556379496502733,-0.13499093681323598,5.3214,1,5.3214,6.0,inf
4,1,0.5100350950619689,0.009556379496502733,-0.13499093681323598,5.3214,1,5.3214,6.0,inf
4,2,0.5100350950619689,0.009556379496502733,-0.13499093681323598,5.3214,1,5.3214,6.0,inf
4,3,0.5100350950619689,0.009556379496502733,-0.13499093681323598,5.3214,1,5.3214,6.0,inf
4,4,0.5100350950619689,0.009556379496502733,-0.13499093681323598,5.3214,1,5.3214,6.0,inf
4,5,0.5100350950619689,0.009556379496502733,-0.13499093681323598,5.3214,1,5.3214,6.0,inf
5,0,0.024716411515735295,0.7190425834002611,1.1074509241326564,1.7153999999999998,1,1.7153999999999998,6.0,inf
5,1,0.024716411515735295,0.7190425834002611,1.1074509241326564,1.7153999999999998,1,1.7153999999999998,6.0,inf
5,2,0.024716411515735295,0.7190425834002611,1.1074509241326564,1.7153999999999998,1,1.7153999999999998,6.0,inf
5,3,0.024716411515735295,0.7190425834002611,1.1074509241326564,1.7153999999999998,1,1.7153999999999998,6.0,inf
5,4,0.024716411515735295,0.7190425834002611,1.1074509241326564,1.7153999999999998,1,1.7153999999999998,6.0,inf
5,5,0.024716411515735295,0.7190425834002611,1.1074509241326564,1.7153999999999998,1,1.7153999999999998,6.0,inf
6,0,0.4454164608380326,0.014384899029853428,0.30254081329557997,2.0019,1,2.0019,6.0,inf
6,1,0.4454164608380326,0.014384899029853428,0.30254081329557997,2.0019,1,2.0019,6.0,inf
6,2,0.4454164608380326,0.014384899029853428,0.30254081329557997,2.0019,1,2.0019,6.0,inf
6,3,0.4454164608380326,0.014384899029853428,0.30254081329557997,2.0019,1,2.0019,6.0,inf
6,4,0.4454164608380326,0.014384899029853428,0.30254081329557997,2.0019,1,2.0019,6.0,inf
6,5,0.4454164608380326,0.014384899029853428,0.30254081329557997,2.0019,1,2.0019,6.0,inf
7,0,1.062942828795605,0.15162616805095905,0.4520978732132635,1.2737999999999998,1,1.2737999999999998,6.0,inf
7,1,1.062942828795605,0.15162616805095905,0.4520978732132635,1.2737999999999998,1,1.2737999999999998,6.0,inf
7,2,1.062942828795605,0.15162616805095905,0.4520978732132635,1.2737999999999998,1,1.2737999999999998,6.0,inf
7,3,1.062942828795605,0.15162616805095905,0.4520978732132635,1.2737999999999998,1,1.2737999999999998,6.0,inf
7,4,1.062942828795605,0.15162616805095905,0.4520978732132635,1.2737999999999998,1,1.2737999999999998,6.0,inf
7,5,1.062942828795605,0.15162616805095905,0.4520978732132635,1.2737999999999998,1,1.2737999999999998,6.0,inf
8,0,1.8499117063904282,1.2761458643902488,0.12274335750846664,0.46229999999999993,1,0.46229999999999993,6.0,inf
8,1,1.8499117063904282,1.2761458643902488,0.12274335750846664,0.46229999999999993,1,0.46229999999999993,6.0,inf
8,2,1.8499117063904282,1.2761458643902488,0.12274335750846664,0.46229999999999993,1,0.46229999999999993,6.0,inf
8,3,1.8499117063904282,1.2761458643902488,0.12274335750846664,0.46229999999999993,1,0.46229999999999993,6.0,inf
8,4,1.8499117063904282,1.2761458643902488,0.12274335750846664,0.46229999999999993,1,0.46229999999999993,6.0,inf
8,5,1.8499117063904282,1.2761458643902488,0.12274335750846664,0.46229999999999993,1,0.46229999999999993,6.0,inf
9,0,-0.15138144908878753,0.3922953115759999,0.7377395019316747,1.7427,1,1.7427,6.0,inf
