id,k,x1,x2,x3,time,event,time_true,c1,c2
0,0,0.22212205715956895,-0.035032075913971686,-0.4583360881675852,1.3212,1,1.3212,6.0,inf
0,1,0.29528070915313565,-0.02693743102275909,-0.38535549653085116,1.3212,1,1.3212,6.0,inf
0,2,0.32366628318301094,-0.04144620314600045,-0.5656832766984464,1.3212,1,1.3212,6.0,inf
0,3,0.3625227942432128,-0.0918338936826309,-0.35295385702574383,1.3212,1,1.3212,6.0,inf
0,4,0.43603547043813184,-0.22254551287993302,-0.31897322200635514,1.3212,1,1.3212,6.0,inf
1,0,-1.1080821223828297,-0.8330462427293235,-0.6891162590004042,2.3367,1,2.3367,6.0,inf
1,1,-1.0100659093810866,-0.628395880998698,-0.38363704673818344,2.3367,1,2.3367,6.0,inf
1,2,-1.186325027809903,-0.7659329365694764,-0.6282567640025165,2.3367,1,2.3367,6.0,inf
1,3,-1.0932100844872816,-0.9012251250830013,-0.6886512944218631,2.3367,1,2.3367,6.0,inf
1,4,-1.042683722767414,-0.6900106138130068,-0.7050651656389055,2.3367,1,2.3367,6.0,inf
2,0,0.8854588211515877,-0.3926061479269744,0.5134503727781905,1.4873999999999998,1,1.4873999999999998,6.0,inf
2,1,0.6474776747660723,-0.6696162772153202,0.5120669983141275,1.4873999999999998,1,1.4873999999999998,6.0,inf
2,2,0.7866425947520067,-0.3445105706977534,0.44938944548478593,1.4873999999999998,1,1.4873999999999998,6.0,inf
2,3,0.7202732384792128,-0.43805847946796145,0.5368448602146538,1.4873999999999998,1,1.4873999999999998,6.0,inf
2,4,0.6766072111244398,-0.4414693375669202,0.4323636542531928,1.4873999999999998,1,1.4873999999999998,6.0,inf
3,0,0.9750219459619249,0.8556130361633701,0.20072970030016427,0.5667,1,0.5667,6.0,inf
3,1,1.194429354966785,0.6514671745462686,0.2554967150415958,0.5667,1,0.5667,6.0,inf
3,2,0.8984836195208638,0.7274044792392051,0.42184245413603744,0.5667,1,0.5667,6.0,inf
3,3,0.8535340390040711,0.6257517495254631,0.22892978619263518,0.5667,1,0.5667,6.0,inf
3,4,0.8881173233363988,0.536950085990228,0.29785416469959536,0.5667,1,0.5667,6.0,inf
4,0,-1.873074849974619,0.03593057454064855,-1.4525656461612069,5.8755,1,5.8755,6.0,inf
4,1,-1.924643969214735,0.10427344209681466,-1.3554226859064413,5.8755,1,5.8755,6.0,inf
4,2,-1.847855667671423,-0.01131202935227258,-1.3185800236956176,5.8755,1,5.8755,6.0,inf
4,3,-1.8799075331768738,-0.04991299854407379,-1.4132657928920083,5.8755,1,5.8755,6.0,inf
4,4,-2.014047423631495,0.02224583278291486,-1.4155294025157594,5.8755,1,5.8755,6.0,inf
5,0,-1.291018268905038,0.34257223426952643,1.0695756672503185,1.1711999999999998,1,1.1711999999999998,6.0,inf
5,1,-1.2477128979076253,0.23277998722766896,1.1265472112580885,1.1711999999999998,1,1.1711999999999998,6.0,inf
5,2,-1.528082932258368,0.24205896220620915,1.1953768514913563,1.1711999999999998,1,1.1711999999999998,6.0,inf
5,3,-1.3240573815452417,0.37026308387683415,1.0300388553604019,1.1711999999999998,1,1.1711999999999998,6.0,inf
5,4,-1.4518342440430492,0.2340432341664726,1.1227103162202021,1.1711999999999998,1,1.1711999999999998,6.0,inf
6,0,0.08768038536323489,0.845358920293571,0.09439842512398439,2.3108999999999997,1,2.3108999999999997,6.0,inf
6,1,0.21438098178327814,0.5887817271166286,-0.08060383317171602,2.3108999999999997,1,2.3108999999999997,6.0,inf
6,2,0.08283786267344193,0.6172212278034594,-0.12607472616767676,2.3108999999999997,1,2.3108999999999997,6.0,inf
6,3,0.13038416737991496,0.6432360637895297,-0.0992423673338389,2.3108999999999997,1,2.3108999999999997,6.0,inf
6,4,-0.055102401633678466,0.6158677231807286,-0.02744821075169325,2.3108999999999997,1,2.3108999999999997,6.0,inf
7,0,-0.26224269354425,-0.5047498110210392,-1.0862717469499803,6.0,0,6.6476999999999995,6.0,inf
7,1,-0.3122655937525508,-0.5005884324696575,-1.0993247152803305,6.0,0,6.6476999999999995,6.0,inf
7,2,-0.27202946377685283,-0.3801923544697905,-0.9396755230008379,6.0,0,6.6476999999999995,6.0,inf
7,3,-0.3763835190820714,-0.35330407850877465,-1.0659880812411928,6.0,0,6.6476999999999995,6.0,inf
7,4,-0.2709044172922688,-0.42342260457551617,-1.0619791532316125,6.0,0,6.6476999999999995,6.0,inf
8,0,0.012573470037342337,0.9864078360826034,1.3190601018937609,0.5598,1,0.5598,6.0,inf
8,1,-0.01989742797674244,0.8909740961754209,1.094079438278236,0.5598,1,0.5598,6.0,inf
8,2,0.008412386235405543,0.9162563296943016,1.0028160287260892,0.5598,1,0.5598,6.0,inf
8,3,0.08827737642901809,0.8073393816471041,1.1260839902070199,0.5598,1,0.5598,6.0,inf
8,4,0.06722402527258045,0.6363977404793092,1.2802305893151116,0.5598,1,0.5598,6.0,inf
