id,k,x1,x2,x3,time,event,time_true,c1,c2
0,0,0.22212205715956895,-0.035032075913971686,-0.4583360881675852,4.064699999999999,1,4.064699999999999,6.0,inf
0,1,0.29528070915313565,-0.02693743102275909,-0.38535549653085116,4.064699999999999,1,4.064699999999999,6.0,inf
0,2,0.32366628318301094,-0.04144620314600045,-0.5656832766984464,4.064699999999999,1,4.064699999999999,6.0,inf
0,3,0.3625227942432128,-0.0918338936826309,-0.35295385702574383,4.064699999999999,1,4.064699999999999,6.0,inf
0,4,0.43603547043813184,-0.22254551287993302,-0.31897322200635514,4.064699999999999,1,4.064699999999999,6.0,inf
0,5,0.23661906361209728,-0.16304195238159416,-0.47518952773347634,4.064699999999999,1,4.064699999999999,6.0,inf
1,0,-1.0100659093810866,-0.628395880998698,-0.38363704673818344,6.0,0,7.8206999999999995,6.0,inf
1,1,-1.186325027809903,-0.7659329365694764,-0.6282567640025165,6.0,0,7.8206999999999995,6.0,inf
1,2,-1.0932100844872816,-0.9012251250830013,-0.6886512944218631,6.0,0,7.8206999999999995,6.0,inf
1,3,-1.042683722767414,-0.6900106138130068,-0.7050651656389055,6.0,0,7.8206999999999995,6.0,inf
1,4,-0.9049764808953651,-0.7074200184647774,-0.5864371617923528,6.0,0,7.8206999999999995,6.0,inf
1,5,-1.1429576272808806,-0.9844301477531232,-0.5878205362564158,6.0,0,7.8206999999999995,6.0,inf
2,0,0.7866425947520067,-0.3445105706977534,0.44938944548478593,2.5166999999999997,1,2.5166999999999997,6.0,inf
2,1,0.7202732384792128,-0.43805847946796145,0.5368448602146538,2.5166999999999997,1,2.5166999999999997,6.0,inf
2,2,0.6766072111244398,-0.4414693375669202,0.4323636542531928,2.5166999999999997,1,2.5166999999999997,6.0,inf
2,3,0.7849084253771683,-0.19277040740623075,0.38288510845526613,2.5166999999999997,1,2.5166999999999997,6.0,inf
2,4,1.0043158343820284,-0.3969162690233323,0.43765212319669766,2.5166999999999997,1,2.5166999999999997,6.0,inf
2,5,0.7083700989361071,-0.32097896433039574,0.6039978622911393,2.5166999999999997,1,2.5166999999999997,6.0,inf
3,0,0.8535340390040711,0.6257517495254631,0.22892978619263518,1.4936999999999998,1,1.4936999999999998,6.0,inf
3,1,0.8881173233363988,0.536950085990228,0.29785416469959536,1.4936999999999998,1,1.4936999999999998,6.0,inf
3,2,1.0185250550704312,0.6668476610744352,0.20408031674412577,1.4936999999999998,1,1.4936999999999998,6.0,inf
3,3,0.9669559358303151,0.7351905286306013,0.3012232769988912,1.4936999999999998,1,1.4936999999999998,6.0,inf
3,4,1.0437442373736272,0.619605057181514,0.338065939209715,1.4936999999999998,1,1.4936999999999998,6.0,inf
3,5,1.0116923718681765,0.5810040879897128,0.2433801700133242,1.4936999999999998,1,1.4936999999999998,6.0,inf
4,0,-2.014047423631495,0.02224583278291486,-1.4155294025157594,6.0,0,8.0001,6.0,inf
4,1,-1.9398739506965563,0.005355548601144308,-1.4578941349237475,6.0,0,8.0001,6.0,inf
