x1,x2,x3,time,event,time_true,c1,c2
1,-0.7872352460623201,-1.6679559076280293,3.6063294589027297,0,8.0001,6.0,3.6063294589027297
1,-0.5779252879451344,-0.36404463129456893,1.5263999999999998,1,1.5263999999999998,6.0,5.773279752739489
1,-0.7872074718973048,0.6711388478712403,1.0739999999999998,1,1.0739999999999998,6.0,4.629687026518187
0,0.9134290073027233,0.5200766055382886,0.39239999999999997,1,0.39239999999999997,6.0,3.9284515108995137
1,0.4546721200710721,-0.9550332756216207,2.3745,1,2.3745,6.0,5.874183808844807
1,-1.218458812962929,0.8409761345529375,1.8777336202854988,0,5.430899999999999,6.0,1.8777336202854988
1,-0.4901691347728215,1.109241465535636,2.0858999999999996,1,2.0858999999999996,6.0,5.898913696486652
1,0.5133559932728314,0.16962958948864915,1.4570999999999998,1,1.4570999999999998,6.0,6.999947321730604
0,1.0010776385797933,0.9136069840275334,0.4941,1,0.4941,6.0,3.9091634754682842
0,1.0606888670660133,0.18949060048406338,1.002623555299397,0,1.8474,6.0,1.002623555299397
0,-0.9908056122264876,0.14950118528900225,1.9211620741006912,0,5.6811,6.0,1.9211620741006912
1,-0.43481463377970475,0.4225923834363201,0.5825999999999999,1,0.5825999999999999,6.0,6.861781201758716
1,0.33561421211109377,-0.7555294314698782,0.9572999999999999,1,0.9572999999999999,6.0,4.559324309914383
0,-0.308210275869043,0.5389635951914443,0.0003,1,0.0003,6.0,5.653623522310235
1,-0.07522654104489512,-0.1301550360364767,0.9788999999999999,1,0.9788999999999999,6.0,5.819500460262127
0,0.7092971942860452,0.31183687433856794,1.2084,1,1.2084,6.0,2.9175318343130234
1,1.2234633825330534,-0.7109911402286193,1.8908999999999998,1,1.8908999999999998,6.0,6.826249363121144
0,0.9965411788308944,0.6774066245414578,1.4374627250101657,0,3.1866,6.0,1.4374627250101657
0,2.12412720804932,-0.8207920595902302,1.6035,1,1.6035,6.0,7.400360813007464
0,2.9567844865416237,-1.1521824602395943,1.1193,1,1.1193,6.0,1.8444687894850587
1,1.3490585614806414,-0.48986430603399883,3.1986993308142697,0,3.534,6.0,3.1986993308142697
0,0.19024308284346525,-0.6686692825661,3.562504016007988,0,8.0001,6.0,3.562504016007988
0,-0.21954473200680943,0.858199040600303,3.8111999999999995,1,3.8111999999999995,6.0,4.905559220744492
0,1.0832289776944255,1.1584225528470533,1.1616,1,1.1616,6.0,7.339710929509714
0,0.149227554370339,0.6491080979899853,3.8787485043746304,0,4.0515,6.0,3.8787485043746304
1,1.407489215053815,-0.007860563607651852,1.1718,1,1.1718,6.0,7.077064356700771
0,-0.4750917922721378,-0.13224336871665426,1.2973453044354535,0,8.0001,6.0,1.2973453044354535
1,-0.29064952294648555,0.8787171620652058,0.2883,1,0.2883,6.0,5.656952336658888
0,0.33776918436386566,-1.0490912482666244,1.2298101209209091,0,1.4030999999999998,6.0,1.2298101209209091
1,-0.9678223001550099,-0.3077186462910772,2.3185565280484286,0,8.0001,6.0,2.3185565280484286
0,0.23039259031794726,0.3232063454952645,3.0128999999999997,1,3.0128999999999997,6.0,7.727265018634299
0,0.11433876883633619,0.6602659648329471,4.385999999999999,1,4.385999999999999,6.0,7.7144246951933
0,-0.21976425478562453,-0.6336862478170098,1.76258137080031,0,8.0001,6.0,1.76258137080031
0,-0.05750318900286737,2.7772583180026538,0.20789999999999997,1,0.20789999999999997,6.0,5.200912683235328
0,0.34935274207851663,1.4504774988227684,0.5718,1,0.5718,6.0,3.9377148100957466
1,1.1760798909127645,-1.7300207451886402,1.286589646399281,0,1.7484,6.0,1.286589646399281
1,2.1276627822725818,0.23363939891671884,0.5378999999999999,1,0.5378999999999999,6.0,7.099598761023877
1,-0.3223612108901902,-1.2825886315910537,3.889726627933789,0,8.0001,6.0,3.889726627933789
