x1,x2,x3,time,event,time_true,c1,c2
0,-0.7024208366353306,0.7362935162391976,0.6155999999999999,1,0.6155999999999999,6.0,3.620619980143488
0,1.8744057442185669,1.7265408860659734,0.4149,1,0.4149,6.0,6.403549327345866
0,-0.4162817647160889,0.0023649373196192843,5.698001724503953,0,7.653599999999999,6.0,5.698001724503953
1,-0.029348364975375473,2.1197267891889364,0.17009999999999997,1,0.17009999999999997,6.0,5.964083855784605
1,-0.13089561844069209,0.6956435495813563,4.036269552124165,0,4.318499999999999,6.0,4.036269552124165
1,1.724558049813427,-0.45998545946170494,0.5831999999999999,1,0.5831999999999999,6.0,7.980879975896142
1,1.2926054478512818,0.5097524686507023,0.7797,1,0.7797,6.0,7.986649993329241
1,0.7493451842742251,1.0747255070207098,0.43859999999999993,1,0.43859999999999993,6.0,7.63412960969132
0,-0.5809296373178608,0.7159478972733495,2.346083955831311,0,2.4617999999999998,6.0,2.346083955831311
0,0.7647451239830785,-0.1721132553909018,1.6398,1,1.6398,6.0,5.798171647412103
1,2.1526692058004038,-1.215193859488055,1.8393,1,1.8393,6.0,5.676880975109864
0,0.42760765033119885,1.0301358279310833,2.3474999999999997,1,2.3474999999999997,6.0,5.232554845522435
1,-1.4543353412288,-0.4109910726159529,1.7159999999999997,1,1.7159999999999997,6.0,5.011891658476464
1,0.6755705976834403,0.4465667502971668,2.0303999999999998,1,2.0303999999999998,6.0,5.589445412432652
1,0.08753521297947055,0.3638743872597388,1.9964999999999997,1,1.9964999999999997,6.0,2.6723270679200892
1,0.24939735347405254,-2.170701798287891,1.7249999999999999,1,1.7249999999999999,6.0,4.255149608951905
1,0.6806187830918854,-0.5806012572856586,0.5915999999999999,1,0.5915999999999999,6.0,1.5446174890134179
0,-1.0164033025232944,1.5762518000345165,0.597,1,0.597,6.0,6.873621682534909
0,0.9812290436018468,-0.4910347070449649,1.0119,1,1.0119,6.0,1.138853330988968
0,0.5713265405360481,0.2912762738868483,1.1568273340018689,0,2.0865,6.0,1.1568273340018689
0,1.555660739666937,0.14052710167159724,0.5774999999999999,1,0.5774999999999999,6.0,7.5554416754506155
1,-1.1425206392684977,-0.9222818640707613,6.0,0,8.0001,6.0,7.791200186670422
0,-0.2366855133946165,-0.7202870071558491,0.7676999999999999,1,0.7676999999999999,6.0,7.010860578318585
1,1.0878717537693057,-0.7663123232226321,1.7996999999999999,1,1.7996999999999999,6.0,5.832892597798898
1,0.5375125214209916,0.9242550621837318,2.1017089656118433,0,3.9860999999999995,6.0,2.1017089656118433
1,-0.5037936512371263,-0.9672974045978151,1.3272,1,1.3272,6.0,7.3527465417683135
1,0.534881167104632,-0.5469927929870506,1.5816,1,1.5816,6.0,4.5337776111117805
1,0.3643061888152714,1.6633621985439833,0.6713999999999999,1,0.6713999999999999,6.0,5.90245985610637
0,-0.24424678673987882,-0.3413555587855254,1.1627478579519832,0,1.9506,6.0,1.1627478579519832
1,0.25817106450619254,-1.4792033644290468,1.0799999999999998,1,1.0799999999999998,6.0,1.8226012368691915
0,1.979900713609774,0.6311199333340004,0.8234999999999999,1,0.8234999999999999,6.0,5.865121065280091
0,0.6403865055739334,1.3085549493017445,2.1012,1,2.1012,6.0,7.641513033051754
0,0.3931996765821235,0.5623573293966614,2.7074243432952567,0,3.0999,6.0,2.7074243432952567
0,1.1824608291671383,0.29932234833056476,2.352532786548275,0,2.4692999999999996,6.0,2.352532786548275
0,-1.1738989451659736,1.1230676293707282,0.4206,1,0.4206,6.0,2.912390219389038
1,-0.3185148430032571,-1.9951540872677667,4.954300955977302,0,8.0001,6.0,4.954300955977302
0,0.4703972999774421,-0.6849054291709148,2.2512,1,2.2512,6.0,2.299777929301517
1,0.46178673266180736,-0.6687607649029875,0.7221,1,0.7221,6.0,1.5854542904901907
0,-0.4813337366986993,0.9071700142395536,3.9879,1,3.9879,6.0,4.72628875283149
0,0.08898759964935239,0.05449033920284219,2.9477999999999995,1,2.9477999999999995,6.0,5.383954519112341
1,-0.9318661494973582,-0.6634920635166227,4.553746751614976,0,8.0001,6.0,4.553746751614976
0,-0.9330949552692391,0.25542624012976656,5.025899999999999,1,5.025899999999999,6.0,7.269858043412211
1,0.7345922339942754,2.178984755373846,0.10379999999999999,1,0.10379999999999999,6.0,2.844022701565839
0,0.17085159374998163,0.6549628338518578,3.0140999999999996,1,3.0140999999999996,6.0,4.348462813325256
1,-1.0435995600663732,1.860700476521948,0.0156,1,0.0156,6.0,5.422140760027394
1,0.2019605209752429,0.9710800612257968,0.0891,1,0.0891,6.0,6.897551273266844
1,0.18852966741404245,-0.15052067401981045,1.8104999999999998,1,1.8104999999999998,6.0,7.829681277185435
1,0.3971341364741892,0.3842793475042779,1.6202999999999999,1,1.6202999999999999,6.0,5.270333177361847
